0	-0.3902206	-0.39703873	-0.20034823	0.64720774	-0.3724705	-0.67632693	-0.40615362	-0.5011482	-0.5436808	0.2209404	0.38926744	0.49831456	0.2263447	-0.53254485	0.5180503	-0.7045172	-0.5796619	0.256797	-0.6034535	-0.2773001
1	-0.38176838	-0.3169311	-0.19244038	0.5350652	-0.4830471	-0.49210137	-0.609049	-0.36817056	-0.5154325	0.61503285	0.33595458	0.52841043	0.15040655	-0.58282	0.53896576	-0.16218013	-0.24274668	0.34229165	-0.2034761	-0.3416742
2	-0.24459189	-0.263296	-0.59366167	0.17961885	-0.19959758	-0.17084101	-0.35763642	-0.4518308	-0.39848465	0.5371429	0.040408295	0.41983312	0.752001	-0.43737423	0.5636676	-0.1559001	-0.44126734	0.6474797	-0.14450984	-0.44918913
3	-0.20908725	-0.66998976	-0.31615254	0.41254953	-0.76483905	-0.556772	-0.082991615	-0.546707	-0.6081631	-0.08625759	0.025183601	0.403045	0.16004817	-0.2709346	0.55083716	-0.6168176	-0.46689597	0.86256117	-0.29309577	0.08238923
4	-0.3483962	-0.42057794	-0.23554213	0.45359212	-0.59074867	-0.4503238	-0.23154101	-0.40520328	-0.3561695	0.6529174	0.43971616	0.360663	0.6083866	-0.3822774	0.32726437	-0.26203704	-0.54271126	0.13416608	-0.56733274	-0.15289135
5	-0.38888127	-0.38168922	-0.3739342	0.62170184	-0.38033924	-0.3764446	-0.53048193	-0.41348937	-0.2438565	-0.48915336	0.62743324	0.31701815	0.40337378	-0.37964487	0.23012024	-0.37595594	-0.2370684	0.52673334	-0.48220503	-0.6826758
6	-0.3775075	-0.64854205	0.16271114	0.085460044	-0.35283136	-0.6105165	-0.81033397	-0.6189829	-0.44259673	-0.24884808	-0.12815925	0.47452205	0.76016384	-0.42573503	0.732628	-0.26906472	-0.5687628	0.3596985	-0.49937496	-0.5774143
7	-0.3863892	-0.8828451	-0.32980165	0.34189412	-0.475481	-0.5124522	-0.01620183	-0.33781087	-0.5160876	-0.12997618	0.565975	0.581598	0.39340556	-0.3500788	0.50120175	-0.589055	-0.55361015	0.49613726	-0.7719824	-0.38261133
8	-0.29937413	-0.63841474	-0.17974998	0.4207163	-0.3235332	-0.72411925	-0.46742162	-0.5249923	-0.27451155	-0.68227345	0.53550375	0.45756745	0.16855577	-0.21476647	0.69098866	-0.5474318	-0.6025109	0.4916876	-0.5195365	-0.8021431
9	-0.4465808	-0.35074085	-0.88616645	0.20332873	-0.66746986	-0.46693355	-0.43810338	-0.44572845	-0.5827854	-0.42317474	0.4449381	0.56799614	0.45671645	-0.43761915	0.3021372	-0.53088677	-0.39483964	0.3498284	-0.2914211	-0.41976812
